"Current time"	2020/01/22 15:05:23
#0003495	2020/04/19 10:00:25	15.89	 1.24840	0.088670	-0.862417	 5.72	17.71	17.232	 4.328	8.770107	   -inf	 0.0000	 0.9418	4835	496	348.757	116.553	17.414	  17.3972	  4.25880	  32.6686
#0003496	2020/04/19 10:30:25	15.89	 1.24770	0.089810	-0.861258	 5.74	17.73	17.252	 4.387	8.789677	   -inf	 0.0000	 0.9462	4835	496	354.861	118.645	17.436	  17.4042	  4.26208	  32.6910
#0003497	2020/04/19 11:00:25	15.88	 1.24621	0.090817	-0.862708	 5.74	17.76	17.293	 4.391	8.806689	   -inf	 0.0000	 0.9381	4835	496	348.277	116.560	17.484	  17.4654	  4.23513	  32.4113
#0003498	2020/04/19 11:30:25	15.89	 1.27135	0.081684	-0.869197	 5.72	17.57	16.603	 4.546	8.655592	   -inf	 0.0000	 0.9681	4835	496	308.370	101.367	16.625	  16.3819	  4.17230	  32.7454
#0003499	2020/04/19 12:00:25	15.88	 1.28775	0.081815	-0.868114	 5.73	16.97	16.158	 4.632	8.662651	   -inf	 0.0000	 0.9283	4835	496	293.962	95.767	16.199	  16.1225	  4.16819	  32.9232
#0003500	2020/04/19 12:30:25	15.88	 1.29520	0.080452	-0.870170	 5.72	16.64	15.956	 4.780	8.641065	   -inf	 0.0000	 1.0161	4835	496	291.977	94.852	16.066	  16.0398	  4.16620	  32.9743
#0003501	2020/04/19 13:00:25	15.88	 1.29733	0.080894	-0.871162	 5.72	16.51	15.899	 4.910	8.649379	   -inf	 0.0000	 1.0614	4835	496	290.015	94.136	16.027	  15.9915	  4.16585	  33.0114
#0003502	2020/04/19 13:30:25	15.88	 1.30643	0.078783	-0.874920	 5.73	16.35	15.654	 5.025	8.615170	   -inf	 0.0000	 1.0674	4835	496	286.880	92.607	15.768	  15.7126	  4.15292	  33.1298
#0003503	2020/04/19 14:00:25	15.88	 1.30689	0.077030	-0.875378	 5.73	16.25	15.642	 5.192	8.584708	   -inf	 0.0000	 1.0849	4835	496	284.181	91.759	15.780	  15.7292	  4.15108	  33.0994
#0003504	2020/04/19 14:30:25	15.88	 1.31060	0.078360	-0.874665	 5.73	16.14	15.543	 5.293	8.608969	   -inf	 0.0000	 1.0899	4835	496	281.078	90.590	15.694	  15.6545	  4.14887	  33.1425
#0003505	2020/04/19 15:00:25	15.88	 1.31115	0.076842	-0.875245	 5.73	16.10	15.528	 5.347	8.582617	   -inf	 0.0000	 1.0853	4835	496	281.493	90.727	15.696	  15.6668	  4.14994	  33.1417
#0003506	2020/04/19 15:30:25	15.88	 1.31240	0.077831	-0.875966	 5.75	16.05	15.494	 5.375	8.600244	   -inf	 0.0000	 1.0841	4835	496	281.416	90.638	15.662	  15.6383	  4.14725	  33.1416
#0003507	2020/04/19 16:00:25	15.88	 1.31331	0.075779	-0.875599	 5.74	16.01	15.470	 5.341	8.564665	   -inf	 0.0000	 1.0891	4835	496	282.382	90.908	15.641	  15.6233	  4.14707	  33.1527
#0003508	2020/04/19 16:30:25	15.88	 1.31363	0.076812	-0.874180	 5.75	15.99	15.462	 5.217	8.582790	   -inf	 0.0000	 1.0941	4835	496	281.650	90.664	15.637	  15.6169	  4.14676	  33.1552
#0003509	2020/04/19 17:00:25	15.88	 1.31219	0.077326	-0.875552	 5.73	16.01	15.500	 5.132	8.591367	   -inf	 0.0000	 1.0850	4835	496	278.820	89.871	15.698	  15.6889	  4.14684	  33.0955
#0003510	2020/04/19 17:30:25	15.88	 1.31238	0.078223	-0.876145	 5.73	16.00	15.495	 5.013	8.607088	   -inf	 0.0000	 1.0905	4835	496	276.217	88.985	15.674	  15.6540	  4.14722	  33.1282
#0003511	2020/04/19 18:00:25	15.88	 1.31035	0.078681	-0.874241	 5.75	16.02	15.549	 4.897	8.614499	   -inf	 0.0000	 1.0855	4835	496	268.632	86.689	15.753	  15.7414	  4.15093	  33.0878
#0003512	2020/04/19 18:30:25	15.88	 1.30482	0.076204	-0.872532	 5.74	16.14	15.698	 4.740	8.569710	   -inf	 0.0000	 1.0795	4835	496	267.915	86.809	15.943	  15.9761	  4.16223	  32.9922
#0003513	2020/04/19 19:00:25	15.88	 1.30535	0.075572	-0.876088	 5.73	16.23	15.683	 4.613	8.558830	   -inf	 0.0000	 1.0836	4835	496	265.469	85.848	15.852	  15.7550	  4.15459	  33.1090
#0003514	2020/04/19 19:30:25	15.87	 1.29935	0.076829	-0.872035	 5.73	16.24	15.845	 4.549	8.579076	   -inf	 0.0000	 1.0680	4835	496	270.430	87.866	16.073	  16.0278	  4.16400	  32.9648
#0003515	2020/04/19 20:00:25	15.87	 1.29954	0.076995	-0.871447	 5.73	16.27	15.840	 4.415	8.582028	   -inf	 0.0000	 1.0807	4835	496	277.654	90.091	16.010	  15.9607	  4.15906	  32.9770
#0003516	2020/04/19 20:30:25	15.87	 1.30008	0.077165	-0.871972	 5.74	16.25	15.825	 4.334	8.585139	   -inf	 0.0000	 1.0720	4835	496	277.235	89.913	15.988	  15.9390	  4.15814	  32.9868
#0003517	2020/04/19 21:00:25	15.87	 1.29624	0.081017	-0.871117	 5.73	16.34	15.928	 4.226	8.651221	   -inf	 0.0000	 1.0332	4835	496	295.349	96.147	16.164	  16.1600	  4.16281	  32.8448
#0003518	2020/04/19 21:30:25	15.87	 1.29262	0.080592	-0.871483	 5.73	16.48	16.026	 4.188	8.642760	   -inf	 0.0000	 1.0697	4835	496	301.227	98.224	16.243	  16.2061	  4.15627	  32.7492
#0003519	2020/04/19 22:00:25	15.87	 1.28826	0.082155	-0.870962	 5.72	16.59	16.144	 4.159	8.668730	   -inf	 0.0000	 1.0458	4835	496	307.049	100.349	16.350	  16.2655	  4.15971	  32.7306
#0003520	2020/04/19 22:30:25	15.87	 1.28976	0.079240	-0.872281	 5.73	16.60	16.103	 4.137	8.618377	   -inf	 0.0000	 1.0568	4835	496	295.893	96.490	16.245	  16.1364	  4.15681	  32.8114
#0003521	2020/04/19 23:00:25	15.87	 1.29036	0.078245	-0.871129	 5.74	16.56	16.087	 4.164	8.601210	   -inf	 0.0000	 1.0626	4835	496	287.944	93.868	16.230	  16.1257	  4.15756	  32.8268
#0003522	2020/04/19 23:30:25	15.87	 1.29197	0.077006	-0.871436	 5.72	16.57	16.044	 4.246	8.580084	   -inf	 0.0000	 1.0505	4835	496	287.686	93.696	16.186	  16.0533	  4.16107	  32.9178
#0003523	2020/04/20 00:00:25	15.87	 1.27433	0.080551	-0.868425	 5.72	16.85	16.522	 4.349	8.636751	   -inf	 0.0000	 1.0486	4835	496	318.719	105.069	16.760	  16.7574	  4.23207	  32.9587
#0003524	2020/04/20 00:30:25	15.87	 1.28310	0.077413	-0.871658	 5.74	16.84	16.283	 4.530	8.584650	   -inf	 0.0000	 1.0330	4835	496	310.542	101.618	16.409	  16.3570	  4.20635	  33.0645
#0003525	2020/04/20 01:00:25	15.87	 1.28694	0.078108	-0.871752	 5.74	16.71	16.179	 4.650	8.597850	   -inf	 0.0000	 1.0438	4835	496	308.456	100.682	16.290	  16.2021	  4.19762	  33.1165
#0003526	2020/04/20 01:30:25	15.87	 1.29050	0.078316	-0.871977	 5.74	16.62	16.083	 4.864	8.602483	   -inf	 0.0000	 1.0469	4835	496	314.500	102.520	16.228	  16.1934	  4.19426	  33.0942
#0003527	2020/04/20 02:00:25	15.87	 1.29767	0.077326	-0.873031	 5.73	16.46	15.890	 5.019	8.587262	   -inf	 0.0000	 0.9724	4835	496	312.056	101.257	16.011	  15.9723	  4.18591	  33.2050
#0003528	2020/04/20 02:30:25	15.87	 1.30195	0.078401	-0.874110	 5.74	16.32	15.775	 5.156	8.607228	   -inf	 0.0000	 1.0574	4835	496	308.448	99.883	15.916	  15.8858	  4.17663	  33.1953
#0003529	2020/04/20 03:00:25	15.87	 1.30604	0.074622	-0.873775	 5.73	16.23	15.665	 5.267	8.542450	   -inf	 0.0000	 1.0770	4835	496	299.052	96.598	15.798	  15.7556	  4.16579	  33.2082
#0003530	2020/04/20 03:30:25	15.87	 1.30858	0.076276	-0.875219	 5.74	16.12	15.597	 5.397	8.572026	   -inf	 0.0000	 1.0865	4835	496	293.864	94.834	15.755	  15.7358	  4.16404	  33.2093
#0003531	2020/04/20 04:00:25	15.87	 1.30734	0.074923	-0.874141	 5.73	16.13	15.630	 5.389	8.548061	   -inf	 0.0000	 1.0841	4835	496	288.821	93.333	15.818	  15.8098	  4.17072	  33.2066
#0003532	2020/04/20 04:30:25	15.87	 1.30707	0.077246	-0.877028	 5.75	16.14	15.637	 5.394	8.588526	   -inf	 0.0000	 1.0914	4835	496	285.653	92.318	15.823	  15.8071	  4.17002	  33.2025
#0003533	2020/04/20 05:00:25	15.87	 1.30635	0.076365	-0.876828	 5.74	16.15	15.657	 5.323	8.572947	   -inf	 0.0000	 1.0888	4835	496	283.038	91.524	15.849	  15.8368	  4.16988	  33.1764
#0003534	2020/04/20 05:30:25	15.87	 1.30584	0.074753	-0.876025	 5.75	16.16	15.670	 5.244	8.544688	   -inf	 0.0000	 1.0868	4835	496	284.647	92.064	15.859	  15.8430	  4.17109	  33.1820
#0003535	2020/04/20 06:00:25	15.87	 1.30496	0.075182	-0.876577	 5.73	16.18	15.694	 5.077	8.551926	   -inf	 0.0000	 1.0861	4835	496	280.545	90.790	15.886	  15.8770	  4.17160	  33.1580
#0003536	2020/04/20 06:30:25	15.87	 1.30505	0.073145	-0.875672	 5.74	16.18	15.691	 4.975	8.516403	   -inf	 0.0000	 1.0900	4835	496	271.995	88.011	15.880	  15.8688	  4.17001	  33.1508
#0003537	2020/04/20 07:00:25	15.87	 1.30318	0.076062	-0.876529	 5.73	16.20	15.742	 4.840	8.566772	   -inf	 0.0000	 1.0870	4835	496	273.027	88.488	15.956	  15.9755	  4.17721	  33.1253
#0003538	2020/04/20 07:30:25	15.87	 1.29754	0.073795	-0.874749	 5.72	16.34	15.893	 4.709	8.525664	   -inf	 0.0000	 1.0714	4835	496	270.237	87.915	16.134	  16.1289	  4.18593	  33.0744
#0003539	2020/04/20 08:00:25	15.87	 1.29901	0.073738	-0.877455	 5.74	16.38	15.854	 4.585	8.525079	   -inf	 0.0000	 1.0736	4835	496	269.434	87.413	16.004	  15.9092	  4.17384	  33.1509
#0003540	2020/04/20 08:30:25	15.87	 1.30005	0.073576	-0.877510	 5.73	16.33	15.826	 4.516	8.522549	   -inf	 0.0000	 1.0823	4835	496	262.193	85.016	15.978	  15.9038	  4.17366	  33.1539
#0003541	2020/04/20 09:00:25	15.87	 1.29715	0.076633	-0.875813	 5.73	16.36	15.904	 4.411	8.575035	   -inf	 0.0000	 1.0721	4835	496	272.714	88.682	16.113	  16.0842	  4.17982	  33.0577
#0003542	2020/04/20 09:30:25	15.87	 1.29541	0.074355	-0.874009	 5.73	16.40	15.951	 4.344	8.534825	   -inf	 0.0000	 1.0824	4835	496	273.535	89.015	16.148	  16.1270	  4.17983	  33.0221
#0003543	2020/04/20 10:00:25	15.87	 1.29482	0.073267	-0.875107	 5.73	16.43	15.967	 4.316	8.515708	   -inf	 0.0000	 1.0667	4835	496	265.824	86.519	16.155	  16.1229	  4.17866	  33.0153
#0003544	2020/04/20 10:30:25	15.87	 1.29403	0.076199	-0.876175	 5.73	16.48	15.988	 4.300	8.566591	   -inf	 0.0000	 1.0600	4835	496	268.169	87.288	16.158	  16.0594	  4.17572	  33.0421
#0003545	2020/04/20 11:00:25	15.86	 1.29354	0.077155	-0.874668	 5.75	16.46	16.001	 4.295	8.583112	   -inf	 0.0000	 1.0694	4835	496	275.580	89.727	16.172	  16.1040	  4.17490	  32.9978
#0003546	2020/04/20 11:30:25	15.86	 1.29169	0.077113	-0.873263	 5.73	16.50	16.051	 4.339	8.581869	   -inf	 0.0000	 1.0691	4835	496	278.064	90.683	16.249	  16.2046	  4.17633	  32.9269
#0003547	2020/04/20 12:00:25	15.86	 1.30644	0.072435	-0.878021	 5.73	16.52	15.654	 4.445	8.504387	   -inf	 0.0000	 1.0515	4835	496	283.989	91.596	15.729	  15.6008	  4.12880	  33.0084
#0003548	2020/04/20 12:30:25	15.86	 1.32184	0.071886	-0.876492	 5.75	15.99	15.243	 4.636	8.499023	   -inf	 0.0000	 1.0841	4835	496	278.846	89.158	15.323	  15.2225	  4.10022	  33.0703
#0003549	2020/04/20 13:00:25	15.86	 1.33475	0.072451	-0.878753	 5.73	15.64	14.900	 4.756	8.512417	   -inf	 0.0000	 1.1021	4835	496	265.759	84.341	14.976	  14.9190	  4.08856	  33.2224
#0003550	2020/04/20 13:30:25	15.86	 1.33864	0.070674	-0.879976	 5.74	15.43	14.797	 4.884	8.482367	   -inf	 0.0000	 1.1123	4835	496	261.021	82.738	14.921	  14.8934	  4.08325	  33.1960
#0003551	2020/04/20 14:00:25	15.86	 1.34382	0.071421	-0.880592	 5.74	15.28	14.660	 5.028	8.496852	   -inf	 0.0000	 1.1094	4835	496	253.761	80.174	14.770	  14.7206	  4.07588	  33.2766
#0003552	2020/04/20 14:30:25	15.86	 1.34746	0.070403	-0.881789	 5.73	15.15	14.564	 5.130	8.479988	   -inf	 0.0000	 1.1201	4835	496	248.671	78.459	14.707	  14.6815	  4.07038	  33.2598
#0003553	2020/04/20 15:00:25	15.86	 1.35221	0.069980	-0.881542	 5.73	15.03	14.439	 5.255	8.473864	   -inf	 0.0000	 1.1207	4835	496	246.671	77.623	14.586	  14.5534	  4.06643	  33.3337
#0003554	2020/04/20 15:30:25	15.86	 1.35400	0.069115	-0.883371	 5.75	14.98	14.392	 5.331	8.459168	   -inf	 0.0000	 1.1213	4835	496	245.358	77.134	14.541	  14.5020	  4.06016	  33.3205
#0003555	2020/04/20 16:00:25	15.86	 1.35468	0.069843	-0.881373	 5.72	14.92	14.374	 5.393	8.472109	   -inf	 0.0000	 1.1270	4835	496	247.916	77.947	14.546	  14.5248	  4.06517	  33.3468
#0003556	2020/04/20 16:30:25	15.86	 1.35517	0.070370	-0.883315	 5.73	14.90	14.362	 5.341	8.481480	   -inf	 0.0000	 1.1324	4835	496	244.743	76.921	14.530	  14.5078	  4.06271	  33.3388
#0003557	2020/04/20 17:00:25	15.86	 1.35511	0.069112	-0.881115	 5.74	14.88	14.363	 5.299	8.459413	   -inf	 0.0000	 1.1299	4835	496	248.357	78.090	14.549	  14.5330	  4.06690	  33.3555
#0003558	2020/04/20 17:30:25	15.86	 1.35301	0.069703	-0.880849	 5.72	14.90	14.418	 5.168	8.469207	   -inf	 0.0000	 1.1299	4835	496	253.664	79.897	14.628	  14.6268	  4.07153	  33.3173
#0003559	2020/04/20 18:00:25	15.86	 1.35279	0.071343	-0.881566	 5.74	14.93	14.424	 5.072	8.497903	   -inf	 0.0000	 1.1255	4835	496	254.357	80.080	14.608	  14.5856	  4.06861	  33.3260
#0003560	2020/04/20 18:30:25	15.85	 1.35271	0.068216	-0.882962	 5.73	14.92	14.426	 4.953	8.443080	   -inf	 0.0000	 1.1258	4835	496	245.510	77.293	14.607	  14.5861	  4.06602	  33.3019
#0003561	2020/04/20 19:00:25	15.86	 1.34881	0.069122	-0.880188	 5.74	14.95	14.529	 4.816	8.457920	   -inf	 0.0000	 1.1305	4835	496	242.426	76.587	14.766	  14.7868	  4.07744	  33.2341
#0003562	2020/04/20 19:30:25	15.85	 1.34425	0.067960	-0.882079	 5.74	15.10	14.649	 4.712	8.436352	   -inf	 0.0000	 1.1205	4835	496	244.855	77.545	14.880	  14.8508	  4.08253	  33.2258
#0003563	2020/04/20 20:00:25	15.85	 1.34641	0.068303	-0.882336	 5.74	15.09	14.592	 4.581	8.442940	   -inf	 0.0000	 1.1194	4835	496	236.757	74.761	14.745	  14.6711	  4.07230	  33.2863
#0003564	2020/04/20 20:30:25	15.85	 1.34416	0.068807	-0.883567	 5.73	15.14	14.651	 4.482	8.451163	   -inf	 0.0000	 1.1208	4835	496	233.383	73.854	14.844	  14.7154	  4.07390	  33.2630
#0003565	2020/04/20 21:00:25	15.85	 1.34391	0.069889	-0.883223	 5.73	15.12	14.658	 4.413	8.470040	   -inf	 0.0000	 1.1184	4835	496	242.547	76.671	14.794	  14.7098	  4.07500	  33.2777
#0003566	2020/04/20 21:30:25	15.85	 1.34228	0.069871	-0.881018	 5.74	15.15	14.701	 4.304	8.469286	   -inf	 0.0000	 1.1172	4835	496	252.039	79.857	14.901	  14.8461	  4.08211	  33.2260
#0003567	2020/04/20 22:00:25	15.85	 1.33662	0.071532	-0.880047	 5.72	15.27	14.850	 4.293	8.496848	   -inf	 0.0000	 1.1119	4835	496	259.298	82.516	15.103	  15.0722	  4.09354	  33.1372
#0003568	2020/04/20 22:30:25	15.85	 1.33151	0.072654	-0.878615	 5.73	15.41	14.986	 4.279	8.515082	   -inf	 0.0000	 1.1099	4835	496	264.943	84.547	15.231	  15.1424	  4.08998	  33.0457
#0003569	2020/04/20 23:00:25	15.85	 1.32643	0.072786	-0.878070	 5.73	15.55	15.120	 4.238	8.515997	   -inf	 0.0000	 1.1097	4835	496	268.358	85.838	15.341	  15.1817	  4.09560	  33.0632
#0003570	2020/04/20 23:30:25	15.85	 1.33129	0.070260	-0.880853	 5.73	15.50	14.991	 4.259	8.473145	   -inf	 0.0000	 1.1107	4835	496	257.925	82.047	15.084	  14.9751	  4.09005	  33.1881
#0003571	2020/04/21 00:00:25	15.85	 1.32375	0.073684	-0.877761	 5.74	15.42	15.192	 4.371	8.530962	   -inf	 0.0000	 1.1113	4835	496	264.573	84.826	15.450	  15.5465	  4.10445	  32.8365
#0003572	2020/04/21 00:30:25	15.85	 1.30384	0.071661	-0.876257	 5.73	15.95	15.724	 4.486	8.490181	   -inf	 0.0000	 1.0945	4835	496	295.831	95.996	16.013	  16.0697	  4.19051	  33.1643
#0003573	2020/04/21 01:00:25	15.85	 1.30453	0.074245	-0.875237	 5.73	16.11	15.706	 4.583	8.535448	   -inf	 0.0000	 1.0884	4835	496	298.495	96.605	15.889	  15.8478	  4.17739	  33.2339
#0003574	2020/04/21 01:30:25	15.85	 1.30791	0.074960	-0.877050	 5.73	16.07	15.615	 4.787	8.548863	   -inf	 0.0000	 1.0890	4835	496	299.379	96.635	15.765	  15.7211	  4.16975	  33.2726
#0003575	2020/04/21 02:00:25	15.85	 1.30549	0.076619	-0.875782	 5.73	16.08	15.680	 4.918	8.577146	   -inf	 0.0000	 1.0924	4835	496	317.828	102.862	15.889	  15.8920	  4.18799	  33.2909
#0003576	2020/04/21 02:30:25	15.85	 1.30796	0.074884	-0.873122	 5.74	16.07	15.614	 5.098	8.547546	   -inf	 0.0000	 1.0919	4835	496	318.513	102.858	15.786	  15.7735	  4.17757	  33.2981
#0003577	2020/04/21 03:00:25	15.85	 1.30854	0.077572	-0.875737	 5.73	16.05	15.598	 5.289	8.594635	   -inf	 0.0000	 1.0919	4835	496	316.201	102.091	15.777	  15.7589	  4.17774	  33.3119
#0003578	2020/04/21 03:30:25	15.85	 1.30948	0.075215	-0.876187	 5.75	16.04	15.573	 5.338	8.553748	   -inf	 0.0000	 1.0947	4835	496	312.112	100.709	15.748	  15.7304	  4.17523	  33.3136
#0003579	2020/04/21 04:00:25	15.85	 1.30980	0.074056	-0.874264	 5.74	16.03	15.564	 5.391	8.533607	   -inf	 0.0000	 1.0954	4835	496	313.401	101.126	15.749	  15.7340	  4.17426	  33.3018
#0003580	2020/04/21 04:30:25	15.85	 1.30920	0.075551	-0.874191	 5.73	16.04	15.580	 5.444	8.559535	   -inf	 0.0000	 1.0959	4835	496	312.466	100.868	15.769	  15.7588	  4.17661	  33.3019
#0003581	2020/04/21 05:00:25	15.85	 1.30857	0.077637	-0.874156	 5.73	16.06	15.597	 5.373	8.595778	   -inf	 0.0000	 1.0932	4835	496	312.963	101.076	15.791	  15.7794	  4.17686	  33.2868
#0003582	2020/04/21 05:30:25	15.85	 1.30991	0.076221	-0.876827	 5.74	16.05	15.561	 5.311	8.571435	   -inf	 0.0000	 1.0929	4835	496	305.550	98.547	15.727	  15.7005	  4.16822	  33.2763
#0003583	2020/04/21 06:00:25	15.85	 1.31029	0.073081	-0.873825	 5.75	16.05	15.551	 5.212	8.516729	   -inf	 0.0000	 1.0927	4835	496	301.405	97.215	15.730	  15.7081	  4.17021	  33.2876
#0003584	2020/04/21 06:30:25	15.85	 1.30997	0.073754	-0.877159	 5.73	16.05	15.560	 5.057	8.528390	   -inf	 0.0000	 1.0935	4835	496	301.385	97.240	15.745	  15.7306	  4.17192	  33.2840
#0003585	2020/04/21 07:00:25	15.85	 1.31031	0.074951	-0.874008	 5.75	16.05	15.551	 4.942	8.549377	   -inf	 0.0000	 1.0947	4835	496	300.626	96.951	15.724	  15.6967	  4.16548	  33.2551
#0003586	2020/04/21 07:30:25	15.85	 1.30836	0.072019	-0.877834	 5.73	16.05	15.603	 4.850	8.497654	   -inf	 0.0000	 1.0935	4835	496	282.182	91.175	15.812	  15.8082	  4.17146	  33.2145
#0003587	2020/04/21 08:00:25	15.85	 1.30486	0.073733	-0.878308	 5.73	16.13	15.697	 4.693	8.526616	   -inf	 0.0000	 1.0909	4835	496	278.475	90.197	15.926	  15.9280	  4.17177	  33.1169
#0003588	2020/04/21 08:30:25	15.85	 1.30635	0.072729	-0.879121	 5.75	16.15	15.657	 4.570	8.509493	   -inf	 0.0000	 1.0904	4835	496	278.278	89.919	15.814	  15.7623	  4.16997	  33.2398
#0003589	2020/04/21 09:00:25	15.85	 1.30345	0.074684	-0.877195	 5.74	16.17	15.734	 4.437	8.542809	   -inf	 0.0000	 1.0922	4835	496	286.463	92.828	15.949	  15.9506	  4.16950	  33.0778
#0003590	2020/04/21 09:30:25	15.85	 1.30301	0.073662	-0.877422	 5.74	16.21	15.746	 4.339	8.524859	   -inf	 0.0000	 1.0907	4835	496	282.159	91.393	15.928	  15.9031	  4.16915	  33.1144
#0003591	2020/04/21 10:00:25	15.85	 1.30331	0.072941	-0.876592	 5.74	16.20	15.738	 4.292	8.512368	   -inf	 0.0000	 1.0890	4835	496	280.276	90.754	15.913	  15.8785	  4.17139	  33.1549
#0003592	2020/04/21 10:30:25	15.85	 1.30222	0.073561	-0.874768	 5.73	16.22	15.768	 4.243	8.522871	   -inf	 0.0000	 1.0890	4835	496	278.178	90.175	15.965	  15.9442	  4.16989	  33.0867
#0003593	2020/04/21 11:00:25	15.85	 1.30028	0.074791	-0.877077	 5.74	16.28	15.820	 4.230	8.543785	   -inf	 0.0000	 1.0844	4835	496	276.786	89.853	16.032	  15.9813	  4.17050	  33.0610
#0003594	2020/04/21 11:30:25	15.85	 1.29743	0.075725	-0.875602	 5.75	16.36	15.896	 4.214	8.559291	   -inf	 0.0000	 1.0797	4835	496	279.311	90.815	16.106	  16.0302	  4.17042	  33.0196
#0003595	2020/04/21 12:00:25	15.85	 1.29774	0.074038	-0.874054	 5.75	16.37	15.888	 4.260	8.529954	   -inf	 0.0000	 1.0822	4835	496	282.924	91.890	16.055	  15.9673	  4.16917	  33.0610
#0003596	2020/04/21 12:30:25	15.85	 1.30031	0.074268	-0.877263	 5.73	16.36	15.819	 4.355	8.534687	   -inf	 0.0000	 1.0828	4835	496	279.927	90.714	15.950	  15.8535	  4.14619	  32.9521
#0003597	2020/04/21 13:00:25	15.85	 1.31172	0.073611	-0.877618	 5.73	16.07	15.513	 4.477	8.526373	   -inf	 0.0000	 1.0927	4835	496	285.557	91.888	15.620	  15.5570	  4.12648	  33.0245
#0003598	2020/04/21 13:30:25	15.85	 1.31285	0.077091	-0.874409	 5.74	15.99	15.483	 4.583	8.587457	   -inf	 0.0000	 1.0924	4835	496	294.370	94.763	15.639	  15.6198	  4.13183	  33.0196
#0003599	2020/04/21 14:00:25	15.85	 1.31354	0.076834	-0.876516	 5.74	15.97	15.464	 4.741	8.583153	   -inf	 0.0000	 1.0969	4835	496	295.010	94.966	15.637	  15.6205	  4.13245	  33.0246
#0003600	2020/04/21 14:30:25	15.85	 1.31670	0.076639	-0.873640	 5.74	15.90	15.380	 4.872	8.580636	   -inf	 0.0000	 1.0972	4835	496	296.544	95.235	15.528	  15.4905	  4.13003	  33.1120
#0003601	2020/04/21 15:00:25	15.84	 1.32040	0.075941	-0.874838	 5.73	15.84	15.281	 5.034	8.569473	   -inf	 0.0000	 1.0982	4835	496	295.789	94.771	15.419	  15.3592	  4.12621	  33.1886
#0003602	2020/04/21 15:30:25	15.84	 1.32340	0.072414	-0.877804	 5.73	15.73	15.201	 5.158	8.508663	   -inf	 0.0000	 1.1020	4835	496	292.584	93.609	15.352	  15.3183	  4.12502	  33.2124
#0003603	2020/04/21 16:00:25	15.84	 1.32205	0.074240	-0.877443	 5.73	15.73	15.237	 5.229	8.540217	   -inf	 0.0000	 1.1006	4835	496	298.565	95.692	15.434	  15.4368	  4.13349	  33.1884
#0003604	2020/04/21 16:30:25	15.84	 1.32003	0.076521	-0.872496	 5.75	15.78	15.291	 5.302	8.579506	   -inf	 0.0000	 1.1006	4835	496	305.401	98.015	15.497	  15.4897	  4.13777	  33.1821
#0003605	2020/04/21 17:00:25	15.84	 1.31837	0.076503	-0.871838	 5.73	15.81	15.335	 5.314	8.578730	   -inf	 0.0000	 1.0982	4835	496	311.202	99.962	15.537	  15.5289	  4.14154	  33.1827
#0003606	2020/04/21 17:30:25	15.84	 1.31761	0.075795	-0.875426	 5.75	15.84	15.355	 5.210	8.566146	   -inf	 0.0000	 1.0984	4835	496	311.624	100.120	15.547	  15.5376	  4.14174	  33.1772
#0003607	2020/04/21 18:00:25	15.84	 1.31654	0.079054	-0.874408	 5.73	15.86	15.384	 5.126	8.622776	   -inf	 0.0000	 1.0983	4835	496	320.369	103.007	15.582	  15.5704	  4.14516	  33.1801
#0003608	2020/04/21 18:30:25	15.84	 1.31488	0.080541	-0.870955	 5.74	15.90	15.428	 5.029	8.648279	   -inf	 0.0000	 1.0925	4835	496	334.624	107.708	15.633	  15.6261	  4.14718	  33.1513
#0003609	2020/04/21 19:00:25	15.84	 1.31433	0.079898	-0.872718	 5.73	15.91	15.443	 4.913	8.636888	   -inf	 0.0000	 1.0956	4835	496	332.612	107.059	15.633	  15.6209	  4.14734	  33.1571
#0003610	2020/04/21 19:30:25	15.84	 1.31434	0.077842	-0.874757	 5.73	15.91	15.443	 4.811	8.600991	   -inf	 0.0000	 1.0961	4835	496	327.020	105.247	15.627	  15.6097	  4.14476	  33.1435
#0003611	2020/04/21 20:00:25	15.84	 1.31120	0.076741	-0.874297	 5.74	15.94	15.527	 4.649	8.580873	   -inf	 0.0000	 1.0959	4835	496	318.036	102.632	15.754	  15.7763	  4.14999	  33.0503
#0003612	2020/04/21 20:30:25	15.84	 1.31222	0.075587	-0.877307	 5.74	16.02	15.499	 4.569	8.561009	   -inf	 0.0000	 1.0808	4835	496	301.705	97.180	15.666	  15.5922	  4.14110	  33.1255
#0003613	2020/04/21 21:00:25	15.84	 1.31333	0.072502	-0.877330	 5.73	16.00	15.470	 4.478	8.507449	   -inf	 0.0000	 1.0836	4835	496	296.205	95.342	15.634	  15.5425	  4.14020	  33.1592
#0003614	2020/04/21 21:30:25	15.84	 1.31297	0.075220	-0.874140	 5.74	15.96	15.479	 4.380	8.554811	   -inf	 0.0000	 1.0756	4835	496	298.050	95.960	15.645	  15.5959	  4.14433	  33.1513
#0003615	2020/04/21 22:00:25	15.84	 1.31294	0.077309	-0.873916	 5.75	15.95	15.480	 4.309	8.591279	   -inf	 0.0000	 1.0665	4835	496	310.035	99.842	15.656	  15.6309	  4.14559	  33.1331
#0003616	2020/04/21 22:30:25	15.84	 1.31127	0.077183	-0.870696	 5.73	15.98	15.525	 4.297	8.588614	   -inf	 0.0000	 1.0510	4835	496	317.600	102.397	15.710	  15.6827	  4.14918	  33.1215
