"Current time"	2018/04/17 17:43:42
#0003181	2018/06/23 00:30:25	16.78	 1.12617	0.100301	-0.813548	 5.71	21.23	20.722	 5.355	8.364539	8.859819	 0.0000	 0.7554	4835	496	329.486	117.834	20.766	  20.7118	  4.70547	  33.7209
#0003182	2018/06/23 01:00:25	16.78	 1.12534	0.100229	-0.813651	 5.73	21.21	20.747	 5.456	8.363058	8.857751	 0.0000	 0.7541	4835	496	331.916	118.817	20.815	  20.8055	  4.71430	  33.7174
#0003183	2018/06/23 01:30:25	16.78	 1.12484	0.100245	-0.813636	 5.71	21.22	20.761	 5.494	8.363192	8.857838	 0.0000	 0.7556	4835	496	328.905	117.788	20.836	  20.8243	  4.71681	  33.7227
#0003184	2018/06/23 02:00:25	16.78	 1.12339	0.099908	-0.813958	 5.71	21.25	20.804	 5.536	8.357010	8.851797	 0.0000	 0.7503	4835	496	321.105	115.107	20.885	  20.8824	  4.72206	  33.7188
#0003185	2018/06/23 02:30:25	16.78	 1.12493	0.100324	-0.813562	 5.71	21.24	20.759	 5.486	8.364580	8.859141	 0.0000	 0.7552	4835	496	321.134	114.966	20.818	  20.7813	  4.71231	  33.7207
#0003186	2018/06/23 03:00:25	16.78	 1.12514	0.099922	-0.813992	 5.73	21.22	20.752	 5.415	8.357737	8.851833	 0.0000	 0.7559	4835	496	320.471	114.737	20.822	  20.8049	  4.71486	  33.7224
#0003187	2018/06/23 03:30:25	16.78	 1.12495	0.099870	-0.814025	 5.71	21.22	20.758	 5.278	8.356791	8.851204	 0.0000	 0.7531	4835	496	317.104	113.550	20.830	  20.8190	  4.71561	  33.7172
#0003188	2018/06/23 04:00:25	16.78	 1.12398	0.099838	-0.814042	 5.73	21.23	20.787	 5.164	8.355968	8.850557	 0.0000	 0.7533	4835	496	316.967	113.580	20.866	  20.8602	  4.72078	  33.7261
#0003189	2018/06/23 04:30:25	16.78	 1.12072	0.099044	-0.814780	 5.73	21.27	20.883	 5.075	8.341437	8.836747	 0.0000	 0.7495	4835	496	315.520	113.334	20.988	  21.0290	  4.73913	  33.7392
#0003190	2018/06/23 05:00:25	16.78	 1.11972	0.098909	-0.814911	 5.72	21.35	20.913	 4.890	8.338840	8.834143	 0.0000	 0.7442	4835	496	306.884	110.251	20.998	  20.9897	  4.73523	  33.7391
#0003191	2018/06/23 05:30:25	16.78	 1.11729	0.098599	-0.815168	 5.73	21.40	20.985	 4.745	8.332847	8.828866	 0.0000	 0.7443	4835	496	305.198	109.832	21.084	  21.1050	  4.74763	  33.7469
#0003192	2018/06/23 06:00:25	16.78	 1.11851	0.098383	-0.815379	 5.71	21.41	20.949	 4.606	8.329491	8.825687	 0.0000	 0.7435	4835	496	302.904	108.840	21.006	  21.0106	  4.73382	  33.7114
#0003193	2018/06/23 06:30:25	16.78	 1.11676	0.098494	-0.815223	 5.73	21.46	21.001	 4.515	8.330894	8.827736	 0.0000	 0.7340	4835	496	295.564	106.380	21.091	  21.1016	  4.74804	  33.7529
#0003194	2018/06/23 07:00:25	16.78	 1.11338	0.097794	-0.815840	 5.72	21.52	21.102	 4.384	8.317962	8.815938	 0.0000	 0.7357	4835	496	295.646	106.639	21.201	  21.2196	  4.76018	  33.7565
#0003195	2018/06/23 07:30:25	16.78	 1.11156	0.097453	-0.816166	 5.72	21.58	21.157	 4.318	8.311613	8.809707	 0.0000	 0.7338	4835	496	291.055	105.076	21.247	  21.2557	  4.76536	  33.7692
#0003196	2018/06/23 08:00:25	16.78	 1.10980	0.097387	-0.816202	 5.73	21.58	21.209	 4.271	8.309984	8.808470	 0.0000	 0.7343	4835	496	289.279	104.555	21.306	  21.3427	  4.77454	  33.7735
#0003197	2018/06/23 08:30:25	16.78	 1.10963	0.097310	-0.816274	 5.72	21.62	21.214	 4.187	8.308611	8.807164	 0.0000	 0.7255	4835	496	285.801	103.283	21.298	  21.2973	  4.76947	  33.7690
#0003198	2018/06/23 09:00:25	16.78	 1.10663	0.096983	-0.816540	 5.73	21.71	21.304	 4.128	8.302186	8.801545	 0.0000	 0.7224	4835	496	285.515	103.382	21.399	  21.4035	  4.78064	  33.7740
#0003199	2018/06/23 09:30:25	16.78	 1.10647	0.096936	-0.816564	 5.72	21.75	21.309	 4.136	8.301322	8.801075	 0.0000	 0.7173	4835	496	284.527	102.987	21.380	  21.3619	  4.77628	  33.7721
#0003200	2018/06/23 10:00:25	16.78	 1.10689	0.096905	-0.816604	 5.73	21.75	21.296	 4.202	8.300920	8.800536	 0.0000	 0.7242	4835	496	283.534	102.591	21.362	  21.3379	  4.77435	  33.7758
#0003201	2018/06/23 10:30:25	16.78	 1.10912	0.096871	-0.816687	 5.73	21.70	21.229	 4.290	8.300952	8.799921	 0.0000	 0.7252	4835	496	279.916	101.130	21.285	  21.2452	  4.76506	  33.7750
#0003202	2018/06/23 11:00:25	16.78	 1.10949	0.096516	-0.817074	 5.72	21.68	21.218	 4.373	8.294983	8.793424	 0.0000	 0.7263	4835	496	279.779	101.075	21.282	  21.2684	  4.76553	  33.7604
#0003203	2018/06/23 11:30:25	16.78	 1.12444	0.097877	-0.815938	 5.72	21.48	20.773	 4.475	8.322477	8.818219	 0.0000	 0.7343	4835	496	283.036	101.176	20.743	  20.5356	  4.68972	  33.7342
#0003204	2018/06/23 12:00:25	16.78	 1.13465	0.097785	-0.816262	 5.72	21.09	20.471	 4.601	8.323750	8.816292	 0.0000	 0.7642	4835	496	288.153	102.438	20.463	  20.3509	  4.67117	  33.7315
#0003205	2018/06/23 12:30:25	16.77	 1.14210	0.097995	-0.816236	 5.72	20.86	20.253	 4.719	8.329419	8.819372	 0.0000	 0.7704	4835	496	295.831	104.759	20.267	  20.1826	  4.65402	  33.7269
#0003206	2018/06/23 13:00:25	16.77	 1.14458	0.098025	-0.816287	 5.73	20.72	20.180	 4.848	8.330635	8.819379	 0.0000	 0.7839	4835	496	300.031	106.165	20.228	  20.1955	  4.65510	  33.7254
#0003207	2018/06/23 13:30:25	16.77	 1.14505	0.097813	-0.816561	 5.71	20.69	20.166	 4.900	8.327108	8.814822	 0.0000	 0.7858	4835	496	297.448	105.247	20.226	  20.1955	  4.65586	  33.7316
#0003208	2018/06/23 14:00:25	16.77	 1.14520	0.097816	-0.816579	 5.73	20.67	20.162	 5.001	8.327210	8.814577	 0.0000	 0.7834	4835	496	294.074	104.063	20.231	  20.2056	  4.65763	  33.7378
#0003209	2018/06/23 14:30:25	16.77	 1.14492	0.097828	-0.816568	 5.73	20.66	20.170	 5.052	8.327334	8.814652	 0.0000	 0.7923	4835	496	291.569	103.203	20.244	  20.2423	  4.65907	  33.7202
#0003210	2018/06/23 15:00:25	16.77	 1.14546	0.097850	-0.816579	 5.72	20.65	20.154	 5.016	8.327861	8.814661	 0.0000	 0.7807	4835	496	292.585	103.522	20.224	  20.1997	  4.65681	  33.7359
#0003211	2018/06/23 15:30:25	16.77	 1.14449	0.097684	-0.816730	 5.73	20.64	20.183	 4.989	8.324745	8.811721	 0.0000	 0.7922	4835	496	289.392	102.474	20.264	  20.2625	  4.66348	  33.7397
#0003212	2018/06/23 16:00:25	16.77	 1.14499	0.097935	-0.816503	 5.73	20.65	20.168	 4.914	8.329188	8.815799	 0.0000	 0.7803	4835	496	291.209	103.066	20.239	  20.2165	  4.65805	  33.7326
#0003213	2018/06/23 16:30:25	16.77	 1.14597	0.098400	-0.816058	 5.72	20.61	20.139	 4.851	8.337464	8.823800	 0.0000	 0.7943	4835	496	296.627	104.922	20.210	  20.1926	  4.65541	  33.7302
#0003214	2018/06/23 17:00:25	16.77	 1.14278	0.097463	-0.816949	 5.73	20.64	20.233	 4.757	8.320481	8.807364	 0.0000	 0.7870	4835	496	293.863	104.207	20.337	  20.3618	  4.67386	  33.7446
#0003215	2018/06/23 17:30:25	16.77	 1.13615	0.096707	-0.817596	 5.74	20.78	20.428	 4.678	8.305663	8.793911	 0.0000	 0.7783	4835	496	282.713	100.695	20.559	  20.6167	  4.70177	  33.7667
#0003216	2018/06/23 18:00:25	16.77	 1.13027	0.096107	-0.818065	 5.71	20.94	20.601	 4.607	8.293741	8.783799	 0.0000	 0.7730	4835	496	277.319	99.113	20.733	  20.8057	  4.72129	  33.7733
#0003217	2018/06/23 18:30:25	16.77	 1.13025	0.096819	-0.817328	 5.73	21.08	20.601	 4.509	8.305948	8.796444	 0.0000	 0.7623	4835	496	272.219	97.198	20.685	  20.6315	  4.70147	  33.7524
#0003218	2018/06/23 19:00:25	16.77	 1.12709	0.096250	-0.817806	 5.72	21.11	20.695	 4.461	8.295305	8.787132	 0.0000	 0.7635	4835	496	276.945	99.091	20.790	  20.8181	  4.71865	  33.7423
#0003219	2018/06/23 19:30:25	16.77	 1.12677	0.096361	-0.817681	 5.73	21.11	20.704	 4.381	8.297122	8.789157	 0.0000	 0.7615	4835	496	277.166	99.138	20.774	  20.7711	  4.71695	  33.7660
#0003220	2018/06/23 20:00:25	16.77	 1.12661	0.096056	-0.817970	 5.73	21.09	20.709	 4.368	8.291853	8.784148	 0.0000	 0.7651	4835	496	274.435	98.184	20.786	  20.7986	  4.72099	  33.7766
#0003221	2018/06/23 20:30:25	16.77	 1.12875	0.096209	-0.817860	 5.73	21.10	20.645	 4.412	8.295079	8.786793	 0.0000	 0.7645	4835	496	274.444	98.023	20.701	  20.6654	  4.70520	  33.7556
#0003222	2018/06/23 21:00:25	16.77	 1.12830	0.096121	-0.817919	 5.73	21.16	20.659	 4.426	8.293432	8.785605	 0.0000	 0.7589	4835	496	270.891	96.824	20.737	  20.6884	  4.70864	  33.7650
#0003223	2018/06/23 21:30:25	16.77	 1.12693	0.095858	-0.818177	 5.73	21.13	20.699	 4.514	8.288542	8.780708	 0.0000	 0.7572	4835	496	268.712	96.139	20.787	  20.8004	  4.72009	  33.7679
#0003224	2018/06/23 22:00:25	16.77	 1.12661	0.095710	-0.818323	 5.71	21.15	20.709	 4.615	8.285929	8.778090	 0.0000	 0.7572	4835	496	269.583	96.445	20.784	  20.7667	  4.71633	  33.7645
#0003225	2018/06/23 22:30:25	16.77	 1.12569	0.095722	-0.818305	 5.71	21.18	20.736	 4.721	8.285872	8.778079	 0.0000	 0.7599	4835	496	266.835	95.527	20.819	  20.8139	  4.72123	  33.7663
#0003226	2018/06/23 23:00:25	16.77	 1.12668	0.100092	-0.813967	 5.71	21.18	20.707	 4.863	8.361090	8.852813	 0.0000	 0.7583	4835	496	285.194	102.004	20.771	  20.7357	  4.71801	  33.8026
#0003227	2018/06/23 23:30:25	16.77	 1.12665	0.100098	-0.813972	 5.73	21.16	20.708	 5.013	8.361193	8.852725	 0.0000	 0.7558	4835	496	296.352	106.019	20.783	  20.7651	  4.72001	  33.7953
#0003228	2018/06/24 00:00:25	16.77	 1.12649	0.100689	-0.813411	 5.71	21.17	20.712	 5.186	8.371287	8.862288	 0.0000	 0.7588	4835	496	303.910	108.720	20.781	  20.7681	  4.71778	  33.7750
#0003229	2018/06/24 00:30:25	16.77	 1.12691	0.101043	-0.813042	 5.71	21.16	20.700	 5.315	8.377470	8.868763	 0.0000	 0.7520	4835	496	311.303	111.332	20.766	  20.7436	  4.71541	  33.7754
#0003230	2018/06/24 01:00:25	16.77	 1.12792	0.102872	-0.811229	 5.73	21.15	20.670	 5.443	8.409122	8.900222	 0.0000	 0.7537	4835	496	325.513	116.337	20.733	  20.7131	  4.70902	  33.7483
#0003231	2018/06/24 01:30:25	16.77	 1.12855	0.102739	-0.811405	 5.72	21.11	20.651	 5.547	8.407030	8.897448	 0.0000	 0.7613	4835	496	338.912	121.095	20.720	  20.7038	  4.70947	  33.7593
#0003232	2018/06/24 02:00:25	16.77	 1.12890	0.102714	-0.811433	 5.73	21.10	20.641	 5.579	8.406699	8.897088	 0.0000	 0.7642	4835	496	338.859	121.057	20.712	  20.6931	  4.70856	  33.7605
#0003233	2018/06/24 02:30:25	16.77	 1.12937	0.102660	-0.811507	 5.73	21.09	20.627	 5.600	8.405917	8.895986	 0.0000	 0.7631	4835	496	338.700	120.963	20.696	  20.6761	  4.70678	  33.7597
#0003234	2018/06/24 03:00:25	16.77	 1.12975	0.102545	-0.811611	 5.73	21.08	20.616	 5.558	8.404052	8.894341	 0.0000	 0.7588	4835	496	337.261	120.426	20.686	  20.6679	  4.70609	  33.7607
#0003235	2018/06/24 03:30:25	16.77	 1.13010	0.102423	-0.811755	 5.73	21.07	20.606	 5.512	8.402047	8.892009	 0.0000	 0.7584	4835	496	334.029	119.246	20.676	  20.6579	  4.70511	  33.7608
#0003236	2018/06/24 04:00:25	16.77	 1.13073	0.102416	-0.811785	 5.73	21.05	20.587	 5.393	8.402110	8.891717	 0.0000	 0.7660	4835	496	332.862	118.782	20.655	  20.6361	  4.70278	  33.7594
#0003237	2018/06/24 04:30:25	16.77	 1.13054	0.102131	-0.812034	 5.73	21.05	20.593	 5.281	8.397162	8.887379	 0.0000	 0.7642	4835	496	328.664	117.312	20.667	  20.6543	  4.70534	  33.7655
#0003238	2018/06/24 05:00:25	16.77	 1.12861	0.101262	-0.812903	 5.71	21.09	20.650	 5.116	8.381714	8.871762	 0.0000	 0.7652	4835	496	323.866	115.767	20.741	  20.7517	  4.71491	  33.7650
#0003239	2018/06/24 05:30:25	16.77	 1.12729	0.100770	-0.813368	 5.73	21.12	20.689	 4.981	8.372899	8.863307	 0.0000	 0.7603	4835	496	319.895	114.418	20.772	  20.7733	  4.71795	  33.7722
#0003240	2018/06/24 06:00:25	16.77	 1.12556	0.100047	-0.814051	 5.71	21.17	20.740	 4.805	8.360000	8.850982	 0.0000	 0.7536	4835	496	309.704	110.901	20.831	  20.8355	  4.72504	  33.7797
#0003241	2018/06/24 06:30:25	16.77	 1.12543	0.099933	-0.814138	 5.73	21.19	20.744	 4.649	8.358015	8.849437	 0.0000	 0.7577	4835	496	302.652	108.352	20.820	  20.8068	  4.72238	  33.7812
#0003242	2018/06/24 07:00:25	16.77	 1.12513	0.099675	-0.814405	 5.73	21.20	20.753	 4.503	8.353497	8.844746	 0.0000	 0.7583	4835	496	302.997	108.497	20.830	  20.8179	  4.72369	  33.7828
#0003243	2018/06/24 07:30:25	16.76	 1.12567	0.099769	-0.814321	 5.72	21.19	20.737	 4.397	8.355271	8.846390	 0.0000	 0.7534	4835	496	300.715	107.628	20.806	  20.7878	  4.72020	  33.7788
#0003244	2018/06/24 08:00:25	16.76	 1.12366	0.098854	-0.815166	 5.73	21.23	20.796	 4.292	8.339012	8.831169	 0.0000	 0.7504	4835	496	297.421	106.626	20.890	  20.9058	  4.73291	  33.7870
#0003245	2018/06/24 08:30:25	16.76	 1.12303	0.098737	-0.815285	 5.71	21.26	20.815	 4.170	8.336822	8.828907	 0.0000	 0.7442	4835	496	294.362	105.532	20.891	  20.8855	  4.73042	  33.7831
#0003246	2018/06/24 09:00:25	16.77	 1.11962	0.097738	-0.816235	 5.71	21.32	20.916	 4.164	8.318740	8.811403	 0.0000	 0.7483	4835	496	283.934	102.035	21.012	  21.0298	  4.74727	  33.8035
#0003247	2018/06/24 09:30:25	16.76	 1.11989	0.097988	-0.815981	 5.71	21.34	20.908	 4.110	8.323105	8.815851	 0.0000	 0.7479	4835	496	282.968	101.620	20.978	  20.9843	  4.74023	  33.7833
#0003248	2018/06/24 10:00:25	16.76	 1.12225	0.098621	-0.815360	 5.73	21.31	20.838	 4.070	8.334614	8.827336	 0.0000	 0.7471	4835	496	286.365	102.668	20.893	  20.8598	  4.72816	  33.7854
#0003249	2018/06/24 10:30:25	16.76	 1.12041	0.097338	-0.816625	 5.73	21.29	20.893	 4.099	8.312112	8.805008	 0.0000	 0.7480	4835	496	283.239	101.712	20.975	  21.0117	  4.74505	  33.8002
#0003250	2018/06/24 11:00:25	16.76	 1.12109	0.097802	-0.816188	 5.71	21.35	20.873	 4.149	8.320256	8.812736	 0.0000	 0.7476	4835	496	281.703	101.096	20.943	  20.9052	  4.73416	  33.7974
#0003251	2018/06/24 11:30:25	16.76	 1.12117	0.097445	-0.816531	 5.72	21.32	20.870	 4.210	8.314164	8.806880	 0.0000	 0.7457	4835	496	281.901	101.161	20.940	  20.9229	  4.73656	  33.8026
#0003252	2018/06/24 12:00:25	16.76	 1.12180	0.097231	-0.816772	 5.71	21.31	20.851	 4.341	8.310670	8.802974	 0.0000	 0.7473	4835	496	277.098	99.403	20.922	  20.9024	  4.73416	  33.7997
#0003253	2018/06/24 12:30:25	16.76	 1.12979	0.098597	-0.815542	 5.73	21.27	20.615	 4.438	8.336323	8.826915	 0.0000	 0.7505	4835	496	273.517	97.541	20.622	  20.4661	  4.68781	  33.7741
#0003254	2018/06/24 13:00:25	16.76	 1.13721	0.099258	-0.815017	 5.72	20.97	20.396	 4.600	8.349741	8.838562	 0.0000	 0.7732	4835	496	269.542	95.746	20.423	  20.3548	  4.67583	  33.7662
#0003255	2018/06/24 13:30:25	16.76	 1.13874	0.099903	-0.814469	 5.72	20.87	20.351	 4.719	8.361246	8.848522	 0.0000	 0.7731	4835	496	279.509	99.251	20.405	  20.3700	  4.67759	  33.7682
#0003256	2018/06/24 14:00:25	16.76	 1.13964	0.100216	-0.814191	 5.73	20.83	20.325	 4.852	8.366882	8.853613	 0.0000	 0.7766	4835	496	285.944	101.493	20.384	  20.3524	  4.67516	  33.7626
#0003257	2018/06/24 14:30:25	16.76	 1.13941	0.099426	-0.815016	 5.72	20.80	20.332	 4.990	8.353247	8.839363	 0.0000	 0.7839	4835	496	283.209	100.566	20.406	  20.3964	  4.68080	  33.7730
#0003258	2018/06/24 15:00:25	16.76	 1.13914	0.100012	-0.814448	 5.73	20.82	20.340	 5.012	8.363239	8.849029	 0.0000	 0.7826	4835	496	281.743	100.068	20.417	  20.3924	  4.67970	  33.7674
#0003259	2018/06/24 15:30:25	16.76	 1.13884	0.100494	-0.813944	 5.74	20.82	20.348	 5.043	8.371425	8.857580	 0.0000	 0.7796	4835	496	289.730	102.918	20.424	  20.4057	  4.68071	  33.7649
#0003260	2018/06/24 16:00:25	16.76	 1.13851	0.100361	-0.814095	 5.73	20.82	20.358	 5.064	8.369058	8.854866	 0.0000	 0.7800	4835	496	294.600	104.672	20.435	  20.4210	  4.68246	  33.7668
#0003261	2018/06/24 16:30:25	16.76	 1.13825	0.100497	-0.813949	 5.73	20.83	20.366	 4.981	8.371311	8.857271	 0.0000	 0.7750	4835	496	294.057	104.493	20.442	  20.4255	  4.68263	  33.7647
#0003262	2018/06/24 17:00:25	16.76	 1.13793	0.101166	-0.813269	 5.73	20.83	20.375	 4.920	8.382704	8.868832	 0.0000	 0.7783	4835	496	300.326	106.738	20.450	  20.4362	  4.68325	  33.7611
#0003263	2018/06/24 17:30:25	16.76	 1.13767	0.101404	-0.813027	 5.73	20.83	20.383	 4.844	8.386730	8.872904	 0.0000	 0.7803	4835	496	306.396	108.912	20.458	  20.4338	  4.68359	  33.7658
#0003264	2018/06/24 18:00:25	16.76	 1.13583	0.102300	-0.812092	 5.73	20.86	20.437	 4.736	8.401580	8.888288	 0.0000	 0.7777	4835	496	316.577	112.680	20.525	  20.5301	  4.69132	  33.7514
#0003265	2018/06/24 18:30:25	16.76	 1.13179	0.101060	-0.813259	 5.72	20.96	20.556	 4.682	8.379141	8.866799	 0.0000	 0.7717	4835	496	316.928	113.139	20.675	  20.6948	  4.71001	  33.7708
#0003266	2018/06/24 19:00:25	16.76	 1.12796	0.100575	-0.813678	 5.73	21.04	20.669	 4.588	8.369744	8.858240	 0.0000	 0.7635	4835	496	308.533	110.371	20.780	  20.8049	  4.72254	  33.7840
#0003267	2018/06/24 19:30:25	16.76	 1.12492	0.100178	-0.813979	 5.71	21.16	20.759	 4.525	8.362073	8.851974	 0.0000	 0.7637	4835	496	305.426	109.448	20.868	  20.8768	  4.72921	  33.7804
#0003268	2018/06/24 20:00:25	16.76	 1.12230	0.100297	-0.813814	 5.71	21.22	20.836	 4.448	8.363371	8.853875	 0.0000	 0.7550	4835	496	306.496	109.985	20.939	  20.9619	  4.73689	  33.7744
#0003269	2018/06/24 20:30:25	16.76	 1.12140	0.100557	-0.813528	 5.71	21.29	20.863	 4.423	8.367569	8.858435	 0.0000	 0.7521	4835	496	307.941	110.528	20.950	  20.9410	  4.73547	  33.7796
#0003270	2018/06/24 21:00:25	16.76	 1.12361	0.101390	-0.812728	 5.71	21.28	20.798	 4.454	8.382482	8.872966	 0.0000	 0.7461	4835	496	311.926	111.726	20.844	  20.8106	  4.71933	  33.7537
#0003271	2018/06/24 21:30:25	16.76	 1.12176	0.101092	-0.812991	 5.73	21.32	20.853	 4.476	8.376847	8.867786	 0.0000	 0.7488	4835	496	316.671	113.613	20.928	  20.9089	  4.72995	  33.7608
#0003272	2018/06/24 22:00:25	16.76	 1.12192	0.100796	-0.813266	 5.71	21.31	20.848	 4.525	8.371808	8.863122	 0.0000	 0.7434	4835	496	314.822	112.929	20.919	  20.8943	  4.72965	  33.7700
#0003273	2018/06/24 22:30:25	16.76	 1.12257	0.100939	-0.813139	 5.73	21.30	20.828	 4.615	8.374446	8.865537	 0.0000	 0.7492	4835	496	310.726	111.422	20.902	  20.8722	  4.72688	  33.7654
#0003274	2018/06/24 23:00:25	16.76	 1.11938	0.100548	-0.813496	 5.71	21.30	20.923	 4.716	8.366836	8.858259	 0.0000	 0.7448	4835	496	309.623	111.305	21.029	  21.0738	  4.75080	  33.7968
#0003275	2018/06/24 23:30:25	16.76	 1.11935	0.100634	-0.813422	 5.73	21.40	20.924	 4.847	8.368296	8.859516	 0.0000	 0.7436	4835	496	309.909	111.331	20.994	  20.9414	  4.73347	  33.7633
#0003276	2018/06/25 00:00:25	16.76	 1.11517	0.100498	-0.813472	 5.72	21.52	21.049	 5.000	8.364779	8.857157	 0.0000	 0.7398	4835	496	305.197	109.940	21.134	  21.1873	  4.74709	  33.6778
#0003277	2018/06/25 00:30:25	16.76	 1.11151	0.100582	-0.813318	 5.72	21.48	21.158	 5.117	8.365170	8.858452	 0.0000	 0.7339	4835	496	307.331	110.984	21.261	  21.3017	  4.77207	  33.7862
#0003278	2018/06/25 01:00:25	16.76	 1.11166	0.103038	-0.810868	 5.73	21.57	21.153	 5.257	8.407280	8.900476	 0.0000	 0.7311	4835	496	320.294	115.594	21.230	  21.2141	  4.76079	  33.7657
#0003279	2018/06/25 01:30:25	16.76	 1.11131	0.103638	-0.810251	 5.72	21.59	21.164	 5.391	8.417449	8.910906	 0.0000	 0.7358	4835	496	336.336	121.402	21.238	  21.2245	  4.76121	  33.7607
#0003280	2018/06/25 02:00:25	16.76	 1.11144	0.104053	-0.809828	 5.72	21.60	21.160	 5.518	8.424601	8.918198	 0.0000	 0.7273	4835	496	341.327	123.190	21.232	  21.2227	  4.75946	  33.7483
#0003281	2018/06/25 02:30:25	16.76	 1.11169	0.104312	-0.809576	 5.73	21.61	21.153	 5.594	8.429107	8.922611	 0.0000	 0.7311	4835	496	349.254	126.023	21.221	  21.1917	  4.75781	  33.7595
#0003282	2018/06/25 03:00:25	16.76	 1.11181	0.103276	-0.810620	 5.72	21.61	21.149	 5.631	8.411395	8.904779	 0.0000	 0.7280	4835	496	342.856	123.706	21.217	  21.1927	  4.75737	  33.7553
#0003283	2018/06/25 03:30:25	16.76	 1.11291	0.102558	-0.811353	 5.71	21.59	21.116	 5.581	8.399426	8.892618	 0.0000	 0.7297	4835	496	329.407	118.758	21.176	  21.1504	  4.75316	  33.7551
#0003284	2018/06/25 04:00:25	16.76	 1.11400	0.102604	-0.811324	 5.73	21.55	21.084	 5.482	8.400513	8.893517	 0.0000	 0.7351	4835	496	323.716	116.639	21.147	  21.1260	  4.75116	  33.7585
#0003285	2018/06/25 04:30:25	16.76	 1.11403	0.102710	-0.811231	 5.72	21.54	21.083	 5.410	8.402343	8.895129	 0.0000	 0.7353	4835	496	324.159	116.815	21.154	  21.1402	  4.75257	  33.7585
#0003286	2018/06/25 05:00:25	16.76	 1.11397	0.102602	-0.811341	 5.72	21.55	21.084	 5.268	8.400484	8.893219	 0.0000	 0.7296	4835	496	323.546	116.595	21.154	  21.1480	  4.75242	  33.7512
#0003287	2018/06/25 05:30:25	16.76	 1.11039	0.102583	-0.811300	 5.72	21.60	21.191	 5.154	8.399114	8.892602	 0.0000	 0.7288	4835	496	328.026	118.537	21.296	  21.3250	  4.77211	  33.7682
#0003288	2018/06/25 06:00:25	16.76	 1.10962	0.102345	-0.811538	 5.73	21.66	21.214	 4.977	8.394823	8.888243	 0.0000	 0.7331	4835	496	329.171	118.944	21.293	  21.2698	  4.76763	  33.7761
#0003289	2018/06/25 06:30:25	16.76	 1.10775	0.101574	-0.812258	 5.72	21.71	21.271	 4.909	8.381079	8.875236	 0.0000	 0.7235	4835	496	319.094	115.464	21.365	  21.3894	  4.77751	  33.7603
#0003290	2018/06/25 07:00:25	16.76	 1.10627	0.101340	-0.812463	 5.71	21.74	21.315	 4.683	8.376651	8.871186	 0.0000	 0.7294	4835	496	313.441	113.485	21.394	  21.4157	  4.78032	  33.7618
#0003291	2018/06/25 07:30:25	16.76	 1.10562	0.101068	-0.812722	 5.73	21.76	21.334	 4.523	8.371815	8.866526	 0.0000	 0.7220	4835	496	308.870	111.867	21.412	  21.4181	  4.78340	  33.7843
#0003292	2018/06/25 08:00:25	16.76	 1.10466	0.100824	-0.812939	 5.73	21.79	21.363	 4.391	8.367359	8.862462	 0.0000	 0.7087	4835	496	311.999	113.079	21.447	  21.4603	  4.78707	  33.7802
#0003293	2018/06/25 08:30:25	16.76	 1.10490	0.100274	-0.813506	 5.72	21.78	21.356	 4.311	8.358016	8.852840	 0.0000	 0.7194	4835	496	302.146	109.476	21.433	  21.4948	  4.79284	  33.7987
#0003294	2018/06/25 09:00:25	16.76	 1.10306	0.099811	-0.813921	 5.73	21.87	21.411	 4.242	8.349562	8.845066	 0.0000	 0.7097	4835	496	292.909	106.267	21.499	  21.5365	  4.79600	  33.7909
#0003295	2018/06/25 09:30:25	16.76	 1.10273	0.100144	-0.813574	 5.72	21.90	21.421	 4.124	8.355158	8.850883	 0.0000	 0.7152	4835	496	292.846	106.227	21.491	  21.4636	  4.78862	  33.7899
#0003296	2018/06/25 10:00:25	16.76	 1.10310	0.100127	-0.813578	 5.73	21.87	21.410	 4.038	8.354980	8.850947	 0.0000	 0.7124	4835	496	300.711	109.032	21.468	  21.4455	  4.78672	  33.7890
#0003297	2018/06/25 10:30:25	16.76	 1.10288	0.099712	-0.813992	 5.72	21.86	21.417	 4.008	8.347816	8.843787	 0.0000	 0.7166	4835	496	299.017	108.461	21.489	  21.4832	  4.79149	  33.7972
#0003298	2018/06/25 11:00:25	16.76	 1.09974	0.098799	-0.814855	 5.72	21.94	21.511	 4.011	8.331299	8.827889	 0.0000	 0.7049	4835	496	289.620	105.303	21.611	  21.6336	  4.80858	  33.8140
#0003299	2018/06/25 11:30:25	16.76	 1.09954	0.098964	-0.814698	 5.73	21.99	21.517	 3.982	8.334077	8.830499	 0.0000	 0.7084	4835	496	286.123	103.970	21.581	  21.5492	  4.79866	  33.8020
#0003300	2018/06/25 12:00:25	16.76	 1.10087	0.098917	-0.814740	 5.73	21.96	21.477	 4.060	8.333636	8.830262	 0.0000	 0.7094	4835	496	287.406	104.352	21.539	  21.5088	  4.79585	  33.8115
#0003301	2018/06/25 12:30:25	16.76	 1.10069	0.098660	-0.815040	 5.72	21.94	21.482	 4.148	8.329196	8.825068	 0.0000	 0.7043	4835	496	284.417	103.288	21.550	  21.5389	  4.79838	  33.8079
#0003302	2018/06/25 13:00:25	16.76	 1.10120	0.098305	-0.815384	 5.73	21.93	21.467	 4.316	8.323270	8.819362	 0.0000	 0.7077	4835	496	282.189	102.432	21.526	  21.5037	  4.79457	  33.8054
